manufacturer_id,manufacturer_name,revenue_million,profit_margin_percent,operational_efficiency,compliance_score,customer_rating,debt_to_equity_ratio,sustainability_index,innovation_index,delivery_timeliness,after_sales_service_rating,defect_rate_percent,capacity_utilization,on_time_delivery_rate,warranty_claim_rate,regulatory_violation_count,certifications_count,contract_breach_count,legal_dispute_count,region_risk_index,market_share_percent,employee_count,training_hours_per_employee,it_system_maturity,supplier_diversity,supply_chain_resilience,carbon_intensity,renewable_energy_ratio,it_incident_rate,data_quality_score,digitization_level,average_lead_time_days,currency_volatility_index,partnership_years,trust_score,trust_status
7120,Manufacturer_7120,290.23,13.27,0.92,45.874,2.208,1.31,52.893,92.398,60.993,3.249,1.34,80.937,85.22,4.24,0,9,2,2,35.901,2.45,2337,77.612,4.172,58.899,38.996,293.813,18.91,2.91,58.588,57.781,18,7.746,20,0.67,GOOD
7121,Manufacturer_7121,454.657,11.64,0.7,70.826,2.997,1.56,49.057,88.944,39.359,3.886,8.68,65.457,69.95,0.36,2,5,4,0,17.724,13.62,3862,82.747,1.51,98.787,18.042,455.143,44.16,1.8,74.276,73.586,49,66.872,10,0.712,EXCELLENT
7122,Manufacturer_7122,70.016,20.82,0.58,76.86,4.467,2.64,93.518,4.398,8.99,2.46,0.69,48.63,93.53,0.83,6,8,4,0,12.225,3.43,2801,10.711,1.977,77.093,23.891,212.076,20.78,2.74,97.169,7.071,41,25.469,9,0.714,EXCELLENT
7123,Manufacturer_7123,271.678,10.09,0.67,90.499,3.218,0.88,31.189,27.977,72.242,2.112,7.78,93.794,64.8,1.99,1,17,0,1,60.015,13.14,1807,71.284,3.94,64.925,77.931,56.871,90.55,9.24,65.946,51.79,17,96.735,2,0.639,GOOD
7124,Manufacturer_7124,440.937,29.01,0.88,63.273,3.874,0.65,3.735,30.252,14.121,3.818,4.52,55.102,80.02,1.03,7,2,4,1,77.154,4.8,1140,10.404,4.84,30.146,34.479,16.889,62.91,6.64,75.278,65.483,38,59.154,17,0.593,FAIR
7125,Manufacturer_7125,210.912,19.53,0.62,51.473,2.289,0.49,66.2,27.735,86.852,2.196,6.17,60.909,95.91,1.5,5,4,0,1,98.783,10.52,2229,79.156,3.878,61.372,69.601,162.192,31.69,2.1,87.147,23.317,50,53.081,1,0.564,FAIR
7126,Manufacturer_7126,246.178,22.22,0.74,48.707,4.331,2.94,60.384,42.534,40.587,2.462,4.89,52.547,85.92,3.58,4,7,0,0,50.446,2.83,410,99.06,1.474,25.787,55.786,401.728,7.47,7.37,69.657,59.932,56,10.065,9,0.594,FAIR
7127,Manufacturer_7127,44.526,9.42,0.78,87.752,2.301,0.88,90.997,49.931,87.614,4.944,4.34,63.518,98.88,2.85,4,2,1,1,43.97,6.93,4330,94.047,4.711,99.517,59.945,412.754,52.14,8.94,60.35,51.505,56,22.132,28,0.63,GOOD
7128,Manufacturer_7128,146.29,14.74,0.8,77.905,4.585,2.3,11.748,75.82,51.847,2.068,6.84,76.674,75.71,2.05,9,10,0,0,31.078,11.14,3165,82.859,1.39,61.32,36.77,93.088,7.47,7.33,96.593,28.909,13,59.323,3,0.677,GOOD
7129,Manufacturer_7129,169.008,17.3,0.97,92.434,2.32,1.4,52.265,26.77,45.348,3.927,2.35,52.426,81.1,3.27,8,5,1,0,39.975,8.86,906,45.309,3.54,48.049,40.644,367.67,15.54,3.18,86.547,71.531,24,1.75,12,0.65,GOOD
7130,Manufacturer_7130,473.11,29.25,0.83,97.123,4.673,0.8,15.077,29.875,36.357,2.416,4.92,61.539,74.58,0.1,8,12,1,1,32.486,6.14,4495,20.485,2.239,91.215,24.368,79.717,71.01,0.95,75.459,34.378,34,34.293,1,0.772,EXCELLENT
7131,Manufacturer_7131,148.507,28.1,0.89,44.004,3.091,2.75,45.571,59.861,6.135,4.464,8.09,40.807,86.16,4.41,4,18,1,2,37.853,7.81,1685,52.143,3.407,54.44,59.635,172.337,77.9,0.34,70.369,16.651,45,95.343,25,0.438,FAIR
7132,Manufacturer_7132,235.826,11.69,0.79,62.374,3.874,1.45,79.937,17.927,1.153,3.745,1.64,49.569,72.16,2.03,3,1,2,2,74.308,7.31,4907,65.194,3.081,66.73,1.916,132.581,74.97,3.07,51.394,16.474,55,56.491,8,0.569,FAIR
7133,Manufacturer_7133,338.939,23.49,0.92,70.546,4.54,1.74,85.739,47.319,50.869,3.417,1.02,94.414,70.85,2.5,3,16,3,0,44.558,9.58,407,89.553,3.501,11.535,90.42,293.563,8.55,3.45,52.073,17.103,11,2.688,7,0.662,GOOD
7134,Manufacturer_7134,89.47,12.3,0.63,33.108,2.031,0.75,83.386,25.099,90.111,3.381,6.08,78.121,89.57,0.67,7,14,0,2,60.855,8.18,2248,98.602,1.662,33.824,17.094,206.558,53.27,2.39,79.586,39.483,52,56.623,3,0.576,FAIR
7135,Manufacturer_7135,248.357,34.65,0.6,24.268,2.797,1.04,54.74,19.799,58.611,4.013,9.64,70.248,99.02,3.81,4,4,0,1,86.238,14.18,2964,66.425,3.763,20.872,88.442,352.503,25.57,8.96,83.639,67.577,45,79.364,4,0.509,FAIR
7136,Manufacturer_7136,371.884,33.56,0.96,89.421,4.725,2.27,63.396,79.565,86.238,4.516,4.35,70.889,66.85,4.98,6,16,3,2,71.335,3.32,2418,74.67,1.937,35.466,89.252,355.871,56.16,6.81,79.562,3.327,16,22.288,2,0.758,EXCELLENT
7137,Manufacturer_7137,434.759,21.9,0.85,62.842,3.165,1.09,55.156,70.712,99.975,2.021,8.16,78.525,94.93,3.86,4,10,2,0,8.604,5.43,2843,93.281,4.406,35.329,49.364,77.194,14.36,0.17,99.388,48.336,16,16.021,21,0.686,GOOD
7138,Manufacturer_7138,316.867,25.97,0.84,65.662,4.119,1.57,56.124,24.981,17.862,2.061,4.76,52.636,97.46,0.78,4,7,1,0,76.156,11.5,4357,10.189,3.428,2.303,74.358,371.042,15.81,8.99,52.642,20.909,53,35.52,26,0.777,EXCELLENT
7139,Manufacturer_7139,337.836,29.04,0.73,64.393,2.42,0.43,88.515,41.517,65.958,2.817,2.42,42.041,90.78,4.66,2,12,2,1,97.364,13.99,3133,20.542,2.155,15.51,21.971,343.173,97.97,4.85,89.83,87.624,40,35.921,27,0.721,EXCELLENT
7140,Manufacturer_7140,71.879,26.63,0.69,80.397,4.035,2.57,20.927,15.422,41.691,4.215,4.9,64.611,75.77,2.96,8,18,2,0,76.02,14.76,1453,87.87,1.626,39.595,51.357,178.349,78.46,4.28,83.439,44.902,27,1.063,15,0.589,FAIR
7141,Manufacturer_7141,473.43,25.99,0.78,31.64,2.219,2.24,43.877,5.317,20.881,2.581,4.47,94.547,62.49,4.34,3,7,0,2,66.9,14.95,1064,45.464,1.366,34.105,24.712,454.294,4.41,3.52,79.161,45.287,41,19.338,15,0.459,FAIR
7142,Manufacturer_7142,74.961,33.76,0.56,69.124,4.152,2.31,61.006,58.522,24.09,3.22,2.6,70.641,61.2,2.17,6,16,2,0,35.1,12.31,4202,55.386,2.087,35.447,28.346,75.123,93.03,1.42,51.547,23.586,43,64.619,8,0.641,GOOD
7143,Manufacturer_7143,389.59,22.89,0.73,57.558,2.971,0.62,76.535,36.356,24.465,3.523,3.6,92.964,83.82,1.46,7,8,0,2,44.301,10.3,410,59.992,2.901,31.212,7.905,13.672,51.37,4.44,69.239,15.164,49,77.171,1,0.676,GOOD
7144,Manufacturer_7144,139.76,24.09,0.73,91.757,3.398,1.54,76.189,20.725,72.965,3.119,3.98,47.56,91.53,0.2,8,12,0,2,57.468,0.86,1885,94.335,2.86,94.609,35.233,142.046,1.35,5.92,66.901,18.268,51,58.119,7,0.801,EXCELLENT
7145,Manufacturer_7145,467.461,30.48,0.77,61.57,2.499,0.18,11.725,11.461,35.5,3.394,8.61,56.409,72.19,4.75,4,19,1,2,61.067,3.83,3059,81.824,3.291,68.312,25.413,377.924,68.31,1.37,95.667,52.333,7,70.485,7,0.539,FAIR
7146,Manufacturer_7146,362.78,25.1,0.82,95.435,3.884,1.01,22.191,68.003,25.573,4.396,3.14,78.414,77.8,0.85,6,13,2,2,9.357,12.61,4616,36.179,1.07,96.222,24.665,286.066,2.77,1.66,53.47,68.585,25,61.544,2,0.795,EXCELLENT
7147,Manufacturer_7147,379.369,26.99,0.98,48.26,3.013,1.11,91.152,27.146,88.596,2.688,9.26,41.408,70.03,3.93,6,7,4,2,11.182,13.5,1866,21.334,3.267,97.102,87.704,134.133,89.48,9.94,73.926,22.349,53,3.723,23,0.605,GOOD
7148,Manufacturer_7148,117.339,12.03,0.83,97.352,3.15,2.75,35.752,90.739,3.434,2.98,0.23,49.018,92.49,1.46,3,4,3,1,3.44,11.8,1992,14.12,3.372,21.17,90.425,167.545,79.43,2.37,53.41,96.672,19,9.636,5,0.73,EXCELLENT
7149,Manufacturer_7149,227.09,16.14,0.94,90.013,3.957,2.98,0.271,19.281,73.562,3.58,1.37,46.619,91.99,2.9,0,5,4,2,50.263,0.93,2597,22.828,1.627,24.634,53.454,14.302,90.98,8.7,92.023,77.78,12,40.22,27,0.748,EXCELLENT
7150,Manufacturer_7150,312.728,9.42,0.78,66.741,2.537,1.89,19.98,24.378,96.056,4.595,0.37,71.03,89.35,4.15,6,10,0,2,19.458,3.87,1060,13.666,4.042,23.832,54.66,47.501,23.64,7.24,59.752,34.502,36,66.683,20,0.672,GOOD
7151,Manufacturer_7151,387.287,20.17,0.81,48.297,4.556,1.6,96.955,85.173,62.564,2.616,7.7,92.891,93.85,1.81,0,9,1,1,22.371,5.79,188,50.593,4.953,90.428,48.881,208.459,0.92,1.24,90.42,53.955,57,41.909,24,0.67,GOOD
7152,Manufacturer_7152,60.94,18.67,0.53,50.074,4.218,1.38,30.975,57.243,54.816,3.574,1.33,40.192,66.2,2.22,9,13,1,0,45.292,10.85,2232,15.966,3.322,87.497,46.676,471.634,40.15,5.71,68.078,31.16,17,72.523,1,0.685,GOOD
7153,Manufacturer_7153,481.559,34.91,0.57,81.82,3.733,0.15,61.371,10.838,6.145,4.627,5.78,43.357,77.84,0.8,7,6,4,1,25.385,6.99,58,12.908,2.107,70.65,34.217,371.669,14.48,2.23,55.866,16.986,27,66.285,20,0.608,GOOD
7154,Manufacturer_7154,446.208,23.34,0.79,66.451,2.385,2.42,72.665,54.946,50.296,2.338,7.8,79.825,92.63,2.16,5,5,2,1,99.416,6.55,4676,72.616,1.808,8.498,31.573,478.304,7.1,2.64,77.83,28.321,30,72.905,21,0.65,GOOD
7155,Manufacturer_7155,142.471,28.59,0.7,52.127,4.061,2.05,64.658,30.813,36.14,4.164,4.94,62.108,98.24,4.15,5,12,0,1,59.853,13.74,904,80.51,2.344,77.482,46.607,176.801,79.91,1.74,97.726,75.454,58,24.347,28,0.612,GOOD
7156,Manufacturer_7156,413.153,15.02,0.9,70.884,2.054,1.98,37.757,73.694,77.81,2.671,1.07,93.603,92.23,4.41,1,15,0,1,14.668,8.9,3489,72.291,1.099,96.052,68.014,55.663,51.95,6.99,67.922,98.211,6,94.923,11,0.583,FAIR
7157,Manufacturer_7157,263.979,29.95,0.77,78.659,4.413,2.45,43.042,7.779,81.178,2.521,8.39,72.272,95.74,3.2,8,10,0,0,44.427,2.48,2339,88.497,1.453,23.732,47.995,359.742,20.88,9.81,78.073,71.527,9,29.998,26,0.608,GOOD
7158,Manufacturer_7158,236.285,23.45,0.94,21.832,2.911,2.79,83.799,91.789,16.76,2.709,2.14,43.578,60.78,2.39,3,5,2,0,88.463,8.19,2817,95.826,2.953,32.351,27.597,416.678,24.37,6.36,64.987,25.457,18,76.619,18,0.486,FAIR
7159,Manufacturer_7159,164.073,25.91,0.99,27.189,2.352,1.23,66.279,47.82,52.224,3.509,1.03,40.415,90.32,1.11,3,17,2,1,50.869,12.3,3757,91.025,1.166,63.59,65.907,230.585,17.44,8.71,64.924,15.76,39,45.235,11,0.656,GOOD
7160,Manufacturer_7160,294.675,13.83,0.57,27.559,2.493,1.34,2.344,73.429,85.994,3.81,7.7,66.347,65.64,2.33,8,16,4,0,79.944,13.58,2831,26.563,2.359,51.676,68.833,496.016,19.11,4.34,84.699,1.869,29,60.205,14,0.517,FAIR
7161,Manufacturer_7161,367.646,21.46,0.7,38.555,4.889,2.93,20.346,70.466,62.453,2.583,0.38,63.828,89.74,4.05,2,7,0,2,34.93,9.46,1537,66.483,3.19,71.571,85.146,236.007,52.2,6.8,72.134,6.12,37,29.019,7,0.662,GOOD
7162,Manufacturer_7162,211.357,24.02,0.83,54.159,4.321,2.03,28.63,17.825,48.097,2.336,6.22,68.881,62.87,1.62,2,18,3,2,5.275,0.95,1693,80.372,3.608,52.292,64.001,367.549,94.15,9.11,55.13,52.39,21,54.606,26,0.662,GOOD
7163,Manufacturer_7163,318.317,22.67,0.65,84.292,2.714,2.57,36.549,88.009,89.806,3.358,4.26,65.776,71.8,4.03,0,4,0,0,72.779,0.3,782,30.681,4.95,3.588,58.616,34.517,3.15,0.69,76.53,84.282,42,36.552,3,0.629,GOOD
7164,Manufacturer_7164,352.663,32.46,0.63,48.088,4.89,0.74,57.689,23.27,96.649,2.172,4.4,76.113,87.31,0.12,7,4,1,0,80.444,0.54,1937,33.45,1.902,94.753,84.903,316.694,18.91,6.93,64.923,15.878,56,84.532,29,0.682,GOOD
7165,Manufacturer_7165,358.45,31.95,0.91,21.398,2.42,1.02,36.651,19.057,23.527,3.617,8.06,94.046,67.75,1.81,5,13,2,1,86.634,7.73,4965,43.157,2.981,73.197,44.032,46.602,52.47,2.71,96.281,18.105,36,31.728,14,0.391,FAIR
7166,Manufacturer_7166,35.463,34.13,0.99,58.669,4.201,1.24,82.501,52.064,18.28,4.049,0.56,85.361,91.39,4.95,8,16,2,2,69.571,5.26,949,35.735,3.044,95.923,18.398,276.776,22.73,3.06,68.696,99.81,53,67.37,23,0.571,FAIR
7167,Manufacturer_7167,431.276,25.02,0.89,99.73,3.97,1.02,47.384,98.455,86.483,4.837,7.44,71.751,63.56,4.56,7,17,2,2,36.855,14.71,4879,98.027,2.947,62.319,46.409,49.893,43.62,6.06,58.513,81.069,18,80.129,20,0.669,GOOD
7168,Manufacturer_7168,234.544,34.16,0.76,47.922,4.464,2.66,50.218,31.339,24.295,2.429,7.08,71.649,93.14,3.27,5,10,4,1,87.161,13.02,1423,75.529,4.874,89.95,73.226,194.442,78.06,4.36,68.612,4.965,32,49.951,21,0.573,FAIR
7169,Manufacturer_7169,138.584,29.97,0.72,96.9,3.145,1.58,42.739,96.445,84.784,3.3,8.9,98.973,82.8,2.51,9,7,4,1,76.899,11.0,602,98.609,2.871,96.498,14.409,282.272,78.95,4.88,76.101,40.122,32,54.748,10,0.575,FAIR
7170,Manufacturer_7170,128.465,13.12,0.77,28.108,3.206,2.87,31.047,43.509,30.119,2.77,5.81,96.51,60.74,3.57,1,16,2,2,27.986,2.88,4228,78.307,2.361,67.566,47.299,324.243,84.54,9.96,76.591,81.302,28,6.387,19,0.497,FAIR
7171,Manufacturer_7171,246.677,17.82,0.73,33.848,3.874,1.03,72.48,83.468,1.919,2.654,1.68,49.432,70.15,4.91,3,6,0,1,72.831,9.82,4421,88.328,1.427,51.85,1.195,321.522,17.68,8.0,89.358,7.883,56,78.424,9,0.468,FAIR
7172,Manufacturer_7172,444.547,12.15,0.75,77.93,3.195,0.21,22.956,52.998,42.194,3.559,0.56,78.181,79.3,0.25,3,4,2,0,31.311,0.72,2476,12.003,4.2,47.495,62.765,82.468,72.77,9.28,88.351,48.95,43,6.858,23,0.806,EXCELLENT
7173,Manufacturer_7173,195.39,5.13,0.6,60.097,2.124,0.5,68.949,20.526,4.037,2.43,4.48,58.71,85.71,1.45,4,11,3,0,85.463,14.7,2162,42.181,2.585,3.683,40.874,400.858,75.98,6.32,99.247,73.689,29,42.682,4,0.557,FAIR
7174,Manufacturer_7174,377.366,10.64,0.95,81.21,4.189,0.73,52.971,87.999,20.799,2.046,7.23,51.965,86.95,4.98,6,14,3,2,56.962,4.39,4672,17.005,4.386,51.828,28.763,74.107,65.86,7.89,87.284,34.974,54,68.159,4,0.615,GOOD
7175,Manufacturer_7175,57.441,5.12,0.88,89.085,3.923,1.96,10.226,7.197,47.936,2.486,0.52,96.536,95.8,3.06,7,16,0,2,3.158,7.82,844,39.133,2.983,48.685,0.616,332.278,24.17,4.02,75.986,46.432,44,43.416,17,0.705,EXCELLENT
7176,Manufacturer_7176,243.268,26.6,0.84,40.087,3.271,0.63,1.797,68.275,3.85,3.007,2.56,45.157,77.53,3.68,2,11,0,1,81.86,13.25,3725,93.649,3.254,13.08,1.321,210.921,10.26,7.96,69.117,66.428,14,72.954,3,0.61,GOOD
7177,Manufacturer_7177,495.926,17.77,0.97,74.626,2.908,1.21,16.944,83.076,3.321,2.033,7.73,41.638,60.5,3.79,0,14,3,2,6.515,0.44,267,99.732,1.835,94.295,33.589,266.621,7.36,7.98,76.336,9.094,49,85.857,22,0.506,FAIR
7178,Manufacturer_7178,387.515,14.38,0.64,68.608,2.962,2.41,76.102,83.203,15.515,4.571,2.38,68.231,70.67,2.04,1,13,1,1,0.673,0.73,564,74.689,4.876,28.797,15.537,199.174,57.73,9.86,66.448,49.226,10,75.341,7,0.713,EXCELLENT
7179,Manufacturer_7179,113.159,27.85,0.54,88.923,4.223,0.46,38.46,65.53,46.275,3.751,3.87,72.162,63.72,4.71,6,1,3,1,38.235,0.49,1755,14.256,2.803,95.076,11.374,101.145,16.05,7.68,62.611,96.541,13,24.943,6,0.665,GOOD
7180,Manufacturer_7180,255.706,29.97,0.91,54.408,4.187,0.33,80.488,25.1,97.402,2.081,7.49,46.431,93.53,0.91,8,7,0,2,16.604,1.73,393,11.933,2.25,94.901,58.902,420.295,49.94,9.58,59.833,83.232,47,80.787,15,0.771,EXCELLENT
7181,Manufacturer_7181,124.476,34.26,1.0,24.15,4.457,1.67,50.191,53.167,9.341,2.686,4.36,96.834,66.0,4.08,3,7,4,0,23.354,0.47,3403,24.071,1.843,12.529,96.812,368.594,80.08,0.12,94.924,21.955,38,72.94,27,0.47,FAIR
7182,Manufacturer_7182,210.685,24.26,0.79,65.935,4.287,2.12,3.275,62.954,62.196,3.993,7.74,45.529,74.33,2.8,0,17,3,2,38.812,9.76,4756,56.956,3.489,14.096,73.179,306.134,85.71,3.89,91.426,97.739,35,73.334,20,0.615,GOOD
7183,Manufacturer_7183,392.241,18.85,0.53,96.71,4.274,2.74,84.61,88.969,49.707,2.09,2.78,83.301,65.81,1.51,5,15,1,2,7.128,14.72,186,87.992,4.953,93.564,65.552,488.444,77.04,5.76,56.466,68.493,12,28.403,8,0.791,EXCELLENT
7184,Manufacturer_7184,387.9,14.16,0.89,21.17,2.755,2.02,93.626,15.967,6.016,3.131,9.58,61.9,80.66,2.45,8,9,3,1,36.398,12.89,1986,54.888,4.726,74.326,96.954,137.722,41.5,0.85,52.801,19.301,35,87.839,3,0.437,FAIR
7185,Manufacturer_7185,121.769,11.67,0.54,39.221,2.305,2.84,7.422,46.492,3.414,2.29,1.03,55.776,67.83,2.71,3,10,4,1,25.64,14.17,4306,36.504,2.119,78.114,52.773,121.394,90.27,9.66,64.824,8.017,26,3.298,8,0.535,FAIR
7186,Manufacturer_7186,461.889,11.39,0.77,45.285,4.285,0.81,20.835,33.314,22.184,3.175,7.54,52.663,90.55,1.88,7,7,4,0,15.801,6.59,1668,72.853,4.892,71.193,57.808,269.167,85.58,2.37,95.98,32.0,26,61.529,2,0.632,GOOD
7187,Manufacturer_7187,300.358,17.28,0.64,81.267,2.296,1.09,71.555,42.771,68.475,4.904,0.83,50.552,79.64,1.59,4,5,0,0,64.641,14.9,3001,10.609,3.557,29.44,21.278,456.835,51.92,4.51,50.545,37.78,58,35.04,16,0.667,GOOD
7188,Manufacturer_7188,196.163,34.75,0.96,45.862,4.946,2.53,99.718,18.305,96.239,3.365,8.47,71.673,79.84,2.27,1,9,2,2,73.315,2.23,816,58.442,2.786,64.502,52.963,437.816,53.17,1.71,72.458,42.197,46,94.214,17,0.7,EXCELLENT
7189,Manufacturer_7189,255.948,5.03,0.73,39.127,4.625,2.45,87.63,21.743,55.608,3.841,1.45,42.686,98.05,4.2,8,4,4,2,55.56,11.59,3940,44.38,2.472,0.824,62.632,166.425,90.25,4.36,80.966,9.315,12,4.621,24,0.539,FAIR
7190,Manufacturer_7190,306.485,10.92,0.95,71.885,3.6,2.03,9.895,76.985,4.577,3.225,5.91,86.228,72.85,3.59,9,4,4,0,41.314,12.36,881,23.067,4.938,26.283,96.497,302.057,90.65,0.53,78.439,0.88,47,15.611,13,0.541,FAIR
7191,Manufacturer_7191,284.346,10.65,0.65,23.712,3.057,1.57,60.724,47.838,25.798,2.945,3.4,54.007,75.23,0.5,2,4,4,0,58.488,10.28,1387,99.546,3.556,40.246,33.537,382.907,80.22,8.88,52.729,32.72,37,49.139,7,0.547,FAIR
7192,Manufacturer_7192,248.338,26.51,0.69,33.648,3.581,0.15,66.52,51.415,94.232,3.832,6.09,66.05,83.68,3.86,0,1,4,1,13.006,3.37,2294,23.73,2.816,46.902,6.373,360.18,69.9,6.66,55.478,38.815,28,86.361,19,0.582,FAIR
7193,Manufacturer_7193,257.417,15.57,0.97,52.642,4.203,0.91,63.083,89.748,1.252,3.862,0.57,44.815,73.65,4.65,9,18,4,1,58.219,7.0,729,98.906,1.615,5.704,87.882,144.196,23.52,3.73,94.808,74.722,21,55.305,19,0.59,FAIR
7194,Manufacturer_7194,96.442,18.72,0.6,48.448,4.269,0.56,56.806,23.998,60.225,3.846,8.83,68.187,93.16,4.8,8,19,2,2,51.167,2.72,1919,35.183,3.475,9.395,57.006,183.445,67.83,3.67,76.624,85.939,11,1.492,7,0.46,FAIR
7195,Manufacturer_7195,408.239,9.46,0.79,47.773,2.221,0.25,29.22,32.927,17.892,2.08,7.17,77.597,81.87,2.09,6,6,3,2,14.394,12.2,4074,22.006,3.417,48.194,88.319,143.492,20.15,1.07,99.865,23.693,51,37.44,11,0.652,GOOD
7196,Manufacturer_7196,275.463,17.15,0.69,28.684,4.415,2.35,66.851,30.862,6.621,4.09,3.52,42.963,60.11,4.59,5,11,3,0,70.2,8.22,4094,75.516,2.027,55.183,20.175,88.654,86.08,9.23,55.391,73.579,44,27.935,16,0.517,FAIR
7197,Manufacturer_7197,74.229,8.1,0.89,48.867,3.924,0.48,72.845,65.924,25.444,4.028,4.76,92.101,72.88,0.92,0,11,4,1,72.368,14.79,2981,72.699,1.644,2.638,13.177,45.509,5.99,8.17,97.777,58.623,25,99.785,7,0.497,FAIR
7198,Manufacturer_7198,385.417,20.99,0.56,83.839,2.122,1.14,57.577,56.245,93.699,2.21,6.3,57.916,79.96,2.06,0,6,0,1,54.55,8.08,1617,80.827,3.27,91.459,49.672,438.697,62.84,7.2,96.135,8.986,39,90.872,8,0.637,GOOD
7199,Manufacturer_7199,466.898,7.94,0.72,53.108,2.939,2.93,49.716,47.154,76.176,2.57,6.22,60.425,91.22,2.58,5,10,2,2,24.687,3.93,4413,29.082,2.576,16.069,69.717,399.432,79.98,4.09,86.062,17.914,33,38.505,6,0.639,GOOD
7200,Manufacturer_7200,474.18,28.72,0.85,66.894,3.532,1.29,21.903,66.798,17.122,3.561,6.43,49.955,89.63,1.0,4,15,4,1,95.632,4.61,3338,91.627,4.248,38.989,11.838,211.824,3.17,1.38,57.524,16.175,55,11.277,29,0.675,GOOD
7201,Manufacturer_7201,190.819,22.0,0.7,33.086,2.565,0.51,54.472,48.392,6.57,3.082,1.63,93.029,86.81,3.47,9,19,4,1,80.596,12.42,791,48.905,1.73,14.83,92.394,396.073,60.99,8.03,98.677,73.784,26,58.223,27,0.374,FAIR
7202,Manufacturer_7202,76.403,26.72,0.53,25.577,2.466,2.1,12.825,81.596,49.315,3.728,7.95,60.739,93.36,2.12,3,2,1,1,24.805,2.21,792,57.288,2.191,89.205,84.793,190.279,66.72,1.67,59.143,90.94,9,60.708,12,0.53,FAIR
7203,Manufacturer_7203,264.016,17.56,0.85,90.396,2.043,2.45,7.272,41.024,5.266,4.281,4.65,57.855,68.57,0.73,8,8,2,0,45.209,0.64,346,69.24,4.577,93.695,22.147,27.92,80.26,8.6,87.643,2.21,27,31.645,2,0.607,GOOD
7204,Manufacturer_7204,65.179,16.44,0.75,46.51,4.735,0.91,77.785,89.061,40.406,3.644,8.02,83.183,78.39,2.68,0,3,3,1,26.687,8.01,199,91.97,4.202,33.9,96.328,124.361,49.34,2.6,77.431,38.762,26,6.95,14,0.614,GOOD
7205,Manufacturer_7205,467.654,7.95,0.51,48.027,2.168,2.45,67.627,11.963,80.025,3.377,9.29,58.934,81.63,1.51,5,18,2,0,60.559,5.18,1506,17.168,1.051,47.45,47.056,398.426,56.9,1.85,98.234,28.006,45,66.274,19,0.546,FAIR
7206,Manufacturer_7206,99.954,20.72,0.81,90.215,3.098,0.89,64.903,9.395,50.066,2.791,1.12,67.691,98.94,4.71,9,7,3,2,91.882,10.72,772,63.945,1.139,0.168,71.283,388.396,13.36,8.95,72.653,50.397,32,74.755,1,0.597,FAIR
7207,Manufacturer_7207,133.855,20.44,0.96,76.622,2.617,2.11,92.813,65.57,89.684,3.846,3.62,99.979,99.05,4.15,1,10,3,0,48.394,7.11,810,30.697,1.043,26.867,77.94,78.898,31.14,0.89,89.123,3.979,24,47.613,18,0.748,EXCELLENT
7208,Manufacturer_7208,209.252,19.04,0.56,80.501,4.223,0.46,38.077,38.971,79.126,4.482,5.36,69.417,79.89,4.11,7,15,1,2,8.256,9.13,4397,95.887,3.668,19.911,89.159,296.462,90.86,4.07,98.988,86.31,21,13.117,15,0.679,GOOD
7209,Manufacturer_7209,197.751,27.22,0.8,74.56,4.122,1.34,39.973,45.571,55.527,2.787,1.44,67.793,65.68,3.25,6,12,4,2,76.642,6.62,3898,11.208,1.406,27.629,17.814,172.234,55.51,6.2,80.442,71.158,59,55.398,13,0.623,GOOD
7210,Manufacturer_7210,399.385,29.98,0.86,28.463,4.419,1.61,41.375,69.602,79.04,4.364,2.67,87.892,95.5,0.57,7,9,2,0,78.163,0.76,2230,71.405,4.715,18.889,51.182,159.839,31.51,4.39,58.132,80.917,41,60.103,4,0.74,EXCELLENT
7211,Manufacturer_7211,233.595,27.52,0.54,96.64,3.85,2.2,46.528,21.454,9.487,3.253,0.59,42.559,61.07,2.28,6,11,3,1,85.459,1.15,1014,18.126,3.544,34.516,36.342,444.897,45.08,5.18,72.99,73.602,21,51.405,11,0.747,EXCELLENT
7212,Manufacturer_7212,93.676,9.32,0.51,92.731,3.775,1.99,51.284,4.393,20.136,2.336,6.85,62.534,78.08,3.28,8,18,1,1,59.096,7.54,3294,10.465,3.708,21.82,36.454,168.416,6.28,7.21,80.225,33.17,7,31.713,5,0.614,GOOD
7213,Manufacturer_7213,140.933,23.66,0.73,38.898,3.221,2.57,77.802,43.889,70.042,4.732,5.01,82.032,79.93,1.07,3,3,0,2,89.308,13.64,4371,37.92,2.037,93.538,73.607,328.472,7.05,9.64,98.013,89.682,48,41.924,1,0.652,GOOD
7214,Manufacturer_7214,259.466,7.41,0.9,84.32,3.909,0.63,21.77,89.473,0.572,4.045,0.41,94.746,65.88,2.07,1,6,0,2,73.581,3.49,1810,82.254,1.235,32.729,64.864,54.21,35.69,0.92,68.484,75.757,11,19.909,8,0.721,EXCELLENT
7215,Manufacturer_7215,82.252,25.84,0.58,52.752,2.346,2.02,43.408,45.074,0.468,4.523,3.11,78.925,74.86,2.46,7,19,0,2,75.188,3.66,1775,36.63,2.466,96.682,68.113,265.443,10.31,2.69,63.363,1.641,54,90.494,15,0.475,FAIR
